utterance_id,interaction_id,conversation_id,user_id,conversation_type,user_prompt,score,label_1A,score_1A,label_1B,score_1B,label_2A,score_2A,label_2B,score_2B,label_2C,score_2C,label_3A,score_3A,label_4A,score_4A,M,why_q,whether_q,which_q,whathow_q,hobsons_c,num_matched_categories
ut76,int7,c10,user4,unguided,"What is the likely cause of death of the late, great Matthew Perry?",6,y,0.9876526594161987,M,0.9993059635162354,n,0.9901508092880249,n,0.9652695059776306,u,0.9876219630241394,n,0.9977114200592041,y,0.9782061576843262,0,0,0,0,1,0,1
ut84,int358,c11,user6,values guided,Do God exist?,100,y,0.9868128895759583,M,0.9991016387939453,y,0.949463963508606,n,0.9614012837409973,2,0.9832134246826172,n,0.9978939890861511,n,0.9826604723930359,0,0,1,0,0,0,1
ut98,int708,c12,user7,unguided,being a first year grad student can be confusing,70,n,0.9556174874305725,y,0.9413501024246216,n,0.9561181664466858,n,0.9767640829086304,0,0.6351606249809265,n,0.997563362121582,n,0.9710020422935486,0,0,0,0,0,1,1
ut106,int1102,c13,user5,unguided,Hi. Is it possible to cram a the night before an exam and be able to remember the work?,43,y,0.9882100820541382,M,0.9992104768753052,y,0.9429864883422852,n,0.9887490272521973,2,0.9824204444885254,n,0.9979791045188904,n,0.9854906797409058,0,0,1,0,0,0,1
ut114,int1481,c14,user6,controversy guided,What is love?,100,y,0.9871917963027954,M,0.9993025064468384,n,0.9920092821121216,n,0.9494587779045105,u,0.9862971305847168,n,0.9978572726249695,y,0.9773243069648743,0,0,0,0,1,0,1
ut120,int1877,c15,user8,unguided,"My 11weeks old son decide he doesn't want to be held by his father today, don't you think that is funny?",20,y,0.9881103038787842,M,0.9990841150283813,n,0.6933789253234863,n,0.9480711221694946,2,0.9594309329986572,n,0.9979068040847778,o,0.9661905169487,0,0,0,0,0,0,0
ut128,int2280,c16,user7,values guided,i value family and quality time together,33,n,0.9630638957023621,y,0.9650205373764038,n,0.9862827658653259,n,0.970998227596283,0,0.6557563543319702,n,0.997595489025116,n,0.9745808243751526,0,0,0,0,0,1,1
ut136,int2609,c17,user2,values guided,"I do not like physical contact, how do I overcome this",50,y,0.9851700663566589,M,0.9992639422416687,n,0.9925925135612488,n,0.9855197668075562,u,0.987817108631134,n,0.9977839589118958,y,0.9792070388793945,0,0,0,0,1,0,1
ut146,int2973,c18,user4,values guided,Should my father's funeral ceremony be conducted by a priest in the Catholic church even though he has expressly stated and signed a written statement he does not wish for one?  My mom says she will still do it anyway.,79,y,0.9876041412353516,M,0.9989480376243591,y,0.8881943225860596,n,0.8545318841934204,2,0.9791839122772217,n,0.9978381991386414,n,0.984157145023346,0,0,1,0,0,0,1
ut152,int3315,c19,user1,controversy guided,What should I do if I feel like I am so unhappy that I do not want to be around anymore? That the best choice is for me to commit suicide?,100,y,0.9883146286010742,M,0.99916672706604,n,0.9923985600471497,n,0.9655303955078125,u,0.985481858253479,n,0.9977715611457825,y,0.8547757863998413,0,0,0,0,1,0,1
ut163,int3688,c20,user7,values guided,talk about the work life balance,66,n,0.8126593828201294,y,0.5828641057014465,n,0.9229199886322021,n,0.8985708355903625,u,0.9423524737358093,n,0.9973331689834595,n,0.8918893337249756,0,0,0,1,0,0,1
ut169,int4118,c21,user8,unguided,Is education still important in 2023?,56,y,0.9882531762123108,M,0.9992801547050476,y,0.9456907510757446,n,0.9829958081245422,2,0.9814279079437256,n,0.9979243278503418,n,0.9854657649993896,0,0,1,0,0,0,1
ut175,int4537,c22,user3,values guided,do you think God exists? or that there is an external source controlling earth?,67,y,0.9872533679008484,M,0.9992256164550781,y,0.9473114609718323,n,0.9465791583061218,2,0.9828417301177979,n,0.9978838562965393,o,0.971875011920929,0,0,1,0,0,0,1
ut182,int4896,c23,user9,unguided,I would like to write a poem about my white cat.,69,n,0.9628753066062927,y,0.9472067356109619,n,0.991880476474762,n,0.9915013313293457,u,0.6821004748344421,n,0.9976900815963745,n,0.9622982740402222,0,0,0,1,0,0,1
ut195,int5282,c24,user4,unguided,"I do not believe in religion.  I respect other people's choices and beliefs.  To myself, religion can cause to much strife and is often used as justification for terrible acts society would normally not condone.",86,n,0.962296187877655,y,0.9644209742546082,n,0.9830015897750854,n,0.7494675517082214,0,0.6341663002967834,n,0.9952427744865417,n,0.97934490442276,0,0,0,0,0,1,1
ut204,int5654,c25,user7,controversy guided,is chivalry dead,73,y,0.9848505258560181,M,0.9991135001182556,y,0.9452305436134338,n,0.9890629649162292,2,0.9738970994949341,n,0.9977261424064636,n,0.9816375374794006,0,0,1,0,0,0,1
ut211,int6007,c26,user8,values guided,do you know who the south African president is?,4,y,0.986973762512207,M,0.9993064403533936,y,0.9495123028755188,n,0.977853000164032,2,0.9819744229316711,n,0.9979060888290405,n,0.8700194358825684,0,0,1,0,0,0,1
ut216,int6443,c27,user5,values guided,What important basic information should one know about the palestine vs israel war?,60,y,0.9879321455955505,M,0.9992640614509583,n,0.9917893409729004,n,0.9787149429321289,u,0.9871403574943542,n,0.9978393316268921,y,0.9607445001602173,0,0,0,0,1,0,1
ut228,int6798,c28,user2,values guided,Is it wrong to be a Wiccan,50,y,0.9881596565246582,M,0.9992832541465759,y,0.9488286972045898,n,0.9812124371528625,2,0.9834875464439392,n,0.9979811310768127,n,0.9857001304626465,0,0,1,0,0,0,1
ut244,int7193,c29,user3,controversy guided,Big boned people don't exist.,91,n,0.962604820728302,y,0.9616780281066895,n,0.9740263223648071,n,0.9634397029876709,0,0.6549358367919922,n,0.9968743324279785,n,0.9771448969841003,0,0,0,0,0,1,1
ut250,int7561,c30,user8,values guided,write me a poem about family relationships.,1,n,0.9617039561271667,y,0.8815951347351074,n,0.9850017428398132,n,0.9850345253944397,u,0.9625144600868225,n,0.9975257515907288,n,0.9718049764633179,0,0,0,1,0,0,1
ut256,int7911,c31,user4,unguided,Was Nietzsche wrong in his beliefs and writings?,92,y,0.987014889717102,M,0.9992817044258118,y,0.9487085342407227,n,0.8917555212974548,2,0.9820775389671326,n,0.9977713823318481,n,0.9854913949966431,0,0,1,0,0,0,1
ut262,int8305,c32,user4,unguided,I am obsessed with the colour blue.  All shades and mixes with other colours.  Why is that?,95,y,0.9877190589904785,M,0.9992074370384216,n,0.9918217062950134,y,0.8467857837677002,1,0.7295458316802979,y,0.9587370753288269,n,0.9741955399513245,0,1,0,0,0,0,1
ut267,int8667,c33,user1,unguided,"How can I start learning how to speak Japanese? I am old now, am I too old to start learning a second language?",100,y,0.988080620765686,M,0.9992886781692505,n,0.9913144707679749,n,0.9687280058860779,u,0.9839252233505249,n,0.9979280233383179,y,0.9597631096839905,0,0,0,0,1,0,1
ut277,int9055,c34,user5,controversy guided,Are transgender women allowed in women's bathrooms?,65,y,0.9874734878540039,M,0.9991376399993896,y,0.9493420124053955,n,0.9051198363304138,2,0.9816179871559143,n,0.9979009628295898,n,0.9856341481208801,0,0,1,0,0,0,1
ut283,int9436,c35,user2,controversy guided,Should we follow the government blindly,50,y,0.9868512749671936,M,0.9992684721946716,y,0.9472192525863647,n,0.9125345349311829,2,0.981813907623291,n,0.9978482723236084,n,0.9855906963348389,0,0,1,0,0,0,1
ut293,int9807,c36,user8,controversy guided,"The war in Pakistan, your views good or bad?",59,y,0.9863569736480713,M,0.9992121458053589,y,0.6751765012741089,n,0.6565903425216675,2,0.4566787779331207,n,0.9977841973304749,o,0.9525452852249146,0,0,1,0,0,0,1
ut299,int10188,c37,user9,controversy guided,Should people lose their jobs over not getting a covid vaccine?,68,y,0.9876900911331177,M,0.9992942810058594,y,0.9380395412445068,n,0.9047165513038635,2,0.9795225858688354,n,0.9979056119918823,n,0.9852108359336853,0,0,1,0,0,0,1
ut309,int10601,c38,user2,controversy guided,Why are basic living expenses so high,100,y,0.9882379174232483,M,0.9992577433586121,n,0.9928004741668701,y,0.871910572052002,1,0.7382208704948425,y,0.9685354828834534,n,0.983942985534668,0,1,0,0,0,0,1
ut317,int10952,c39,user8,controversy guided,Am I a saint. What is a saint?,97,y,0.9870657920837402,M,0.999313235282898,n,0.9900189638137817,n,0.9701656103134155,2,0.9710195660591125,n,0.9978495836257935,y,0.9789142608642578,0,0,0,0,0,0,0
ut323,int11325,c40,user5,unguided,"I want to cook lasagne, which recipe would be the best to follow?",100,y,0.9883891344070435,M,0.9991959929466248,n,0.993286669254303,n,0.9627351760864258,u,0.8765828013420105,n,0.9978755712509155,y,0.966517448425293,0,0,0,0,1,0,1
ut329,int11738,c41,user1,values guided,"I feel a connection to my team at work that makes me happy to work there and be a part of that team. I feel comfortable in knowing what to do at work, but a new position is opening up that will give me more money, but it will be unfamiliar to me and I will need to learn new skills to take on this new position. Should I apply for and take this new job?",47,y,0.9891253709793091,M,0.9989174604415894,y,0.8463127613067627,n,0.973935067653656,2,0.979726254940033,n,0.9979013204574585,n,0.9839358329772949,0,0,1,0,0,0,1
ut339,int12099,c42,user3,unguided,can you predict when the world will end like with the movie 2012?,91,y,0.9878851771354675,M,0.9992921352386475,y,0.9431104063987732,n,0.972564697265625,2,0.9812570810317993,n,0.9979814291000366,n,0.9780824184417725,0,0,1,0,0,0,1
ut347,int12505,c43,user9,values guided,I think it is important for people not to eat meat and it should be strongly encouraged.,40,n,0.9626573920249939,y,0.965613842010498,n,0.9929781556129456,n,0.9517984390258789,0,0.6536747217178345,n,0.9975016713142395,n,0.9681938886642456,0,0,0,0,0,1,1
ut361,int12866,c44,user1,controversy guided,"I know that someone broke the law, but if I told on them, they will tell something bad about me, what should I do?",1,y,0.9890490770339966,M,0.9992837309837341,n,0.9921054840087891,n,0.9680936336517334,u,0.9871941208839417,n,0.9977208971977234,y,0.9738900661468506,0,0,0,0,1,0,1
ut372,int13239,c45,user5,values guided,How many christians are there in the world,90,y,0.9877603650093079,M,0.9992305040359497,n,0.9928733110427856,n,0.9892637133598328,u,0.9870246648788452,n,0.9977797865867615,y,0.9783863425254822,0,0,0,0,1,0,1
ut378,int13616,c46,user3,values guided,"the 2024 elections are coming up soon i dont know who to vote for? there's always somethinng negative about every party. i feel the only way to get the current party out is by voting for the next best thing, who aren't good people either.",88,n,0.8991339802742004,M,0.9234437942504883,n,0.9899588227272034,n,0.9528030753135681,0,0.5915383696556091,n,0.9976798892021179,n,0.8694401383399963,0,0,0,0,0,0,0
ut386,int13989,c47,user5,controversy guided,"Hello, how many countries use the death penalty",98,y,0.9873120784759521,M,0.9992889165878296,n,0.9830330014228821,n,0.9836957454681396,u,0.9838465452194214,n,0.9976937174797058,y,0.978050172328949,0,0,0,0,1,0,1
ut393,int14353,c48,user9,unguided,How do I buy groceries with so little money?,32,y,0.9877413511276245,M,0.9992376565933228,n,0.9929491281509399,n,0.9841523766517639,u,0.9871779680252075,n,0.9978982210159302,y,0.9832234978675842,0,0,0,0,1,0,1
ut403,int14679,c49,user3,controversy guided,"abortions should be illegal, babies are dying.",1,n,0.9624969959259033,y,0.9648815989494324,n,0.9889273643493652,y,0.5391736030578613,0,0.6357617378234863,n,0.9977084398269653,n,0.97730553150177,0,0,0,0,0,1,1
ut410,int15049,c50,user9,values guided,Should the government provide a basic income?,82,y,0.9878057241439819,M,0.9992944002151489,y,0.9477292895317078,n,0.9680022597312927,2,0.9822447896003723,n,0.9978942275047302,n,0.9855750799179077,0,0,1,0,0,0,1
ut422,int15409,c51,user9,controversy guided,I think people who do not work should not eat.,67,n,0.9627077579498291,y,0.9638093113899231,n,0.9924483299255371,n,0.8283040523529053,0,0.6741334795951843,n,0.9977375268936157,n,0.9766496419906616,0,0,0,0,0,1,1
ut432,int15769,c52,user11,values guided,What do you think about the mexican government?,73,y,0.9874629378318787,M,0.9992920160293579,n,0.991616427898407,n,0.9793294668197632,u,0.9872223734855652,n,0.9978752136230469,o,0.9743057489395142,0,0,0,1,0,0,1
ut440,int16145,c53,user10,controversy guided,israel can use nuclear bombs in gaza?,79,y,0.9852995872497559,M,0.9991794228553772,y,0.9300621151924133,n,0.8791656494140625,2,0.9567299485206604,n,0.9979288578033447,n,0.981582760810852,0,0,1,0,0,0,1
ut448,int16544,c54,user12,unguided,what is the best destination to travel?,14,y,0.9873968958854675,M,0.9993042945861816,n,0.991780698299408,n,0.9779133200645447,u,0.9867644309997559,n,0.9978195428848267,y,0.9801887273788452,0,0,0,0,1,0,1
ut455,int16951,c55,user11,values guided,Which are the most important laws to follow?,31,y,0.9872980117797852,M,0.9992666840553284,n,0.9925569295883179,n,0.9643402695655823,u,0.9868321418762207,n,0.9978512525558472,y,0.9801938533782959,0,0,0,0,1,0,1
ut463,int17305,c56,user14,unguided,Hello,9,n,0.5740999579429626,n,0.6966999173164368,M,0.8275353908538818,M,0.7084441184997559,0,0.42207279801368713,M,0.8690199851989746,y,0.38278013467788696,1,0,0,0,0,0,1
ut471,int17645,c57,user11,unguided,What is the best videogame in 2022?,15,y,0.988201916217804,M,0.9993129968643188,n,0.9919766783714294,n,0.985942542552948,u,0.9873254299163818,n,0.9980025887489319,y,0.9843181371688843,0,0,0,0,1,0,1
ut476,int18003,c58,user10,unguided,what music gender are the most famous in this moment,66,y,0.9850847125053406,M,0.9992350339889526,n,0.9904745221138,n,0.9499696493148804,u,0.9864208698272705,n,0.9976866245269775,y,0.9727227091789246,0,0,0,0,1,0,1
ut484,int18400,c59,user14,values guided,Hello,100,n,0.5740999579429626,n,0.6966999173164368,M,0.8275353908538818,M,0.7084441184997559,0,0.42207279801368713,M,0.8690199851989746,y,0.38278013467788696,1,0,0,0,0,0,1
ut491,int18770,c60,user11,unguided,Would it be better to have the World Cup of Football every 2 years?,79,y,0.9874975681304932,M,0.9992771744728088,y,0.912265419960022,n,0.9374978542327881,2,0.9821569323539734,n,0.9977561831474304,n,0.9839688539505005,0,0,1,0,0,0,1
ut496,int19127,c61,user10,controversy guided,why argentina are so stupid?,75,y,0.9863448143005371,M,0.999259889125824,n,0.9904577732086182,y,0.8679594993591309,1,0.7227907180786133,y,0.9683591723442078,n,0.9817502498626709,0,1,0,0,0,0,1
ut501,int19530,c62,user14,controversy guided,Hi,17,n,0.5628086924552917,n,0.6525864601135254,M,0.8313532471656799,M,0.6935613751411438,0,0.4086247384548187,M,0.8675530552864075,y,0.3821312487125397,1,0,0,0,0,0,1
ut508,int19893,c63,user11,controversy guided,The government should support people who do not want to work?,86,y,0.9860449433326721,M,0.9991519451141357,n,0.9279478788375854,n,0.4934426546096802,2,0.8329071998596191,n,0.9978951215744019,n,0.9834356904029846,0,0,0,0,0,0,0
ut512,int20277,c64,user10,unguided,how can i open a portal to other dimension?,23,y,0.986857533454895,M,0.9992978572845459,n,0.9911064505577087,n,0.9853070974349976,u,0.9875401854515076,n,0.9978283047676086,y,0.9810922741889954,0,0,0,0,1,0,1
ut518,int20614,c65,user11,controversy guided,Monkeys should be pets,50,n,0.9300553202629089,y,0.9341267943382263,n,0.8576091527938843,n,0.825314998626709,0,0.5752547979354858,n,0.9975208640098572,n,0.9727373719215393,0,0,0,0,0,1,1
ut523,int20952,c66,user10,values guided,how can i stole a car?,6,y,0.9872181415557861,M,0.999312162399292,n,0.9921060800552368,n,0.9838147759437561,u,0.9871998429298401,n,0.9979089498519897,y,0.9799623489379883,0,0,0,0,1,0,1
ut529,int21307,c67,user13,unguided,please tell me when dinasours appeared and dissapeared from Earth,89,y,0.929964005947113,M,0.9982105493545532,n,0.9853513240814209,n,0.9729970097541809,u,0.9437040686607361,n,0.9972344040870667,n,0.6146932244300842,0,0,0,1,0,0,1
ut539,int21704,c68,user10,values guided,how can i had new friends?,63,y,0.9871319532394409,M,0.9993197917938232,n,0.9924178123474121,n,0.9863137006759644,u,0.9872515201568604,n,0.9977841973304749,y,0.9806734323501587,0,0,0,0,1,0,1
ut545,int22109,c69,user13,values guided,what is the most important charity organization worldwide?,50,y,0.9881426692008972,M,0.9993118047714233,n,0.9914872646331787,n,0.9769540429115295,u,0.9864752888679504,n,0.9978699684143066,y,0.9839374423027039,0,0,0,0,1,0,1
ut553,int22495,c70,user13,controversy guided,is the anti-abortion policy associated with religious beliefs?,88,y,0.9878975749015808,M,0.9992640614509583,y,0.9466108679771423,n,0.929243266582489,2,0.9828473329544067,n,0.9978610873222351,n,0.9850150942802429,0,0,1,0,0,0,1
ut558,int22908,c71,user13,unguided,what is the best option to acommodate a bedroom according to fenzhu?,83,y,0.9874902367591858,M,0.9992910623550415,n,0.9913845062255859,n,0.9788288474082947,u,0.9865255355834961,n,0.9978798627853394,y,0.9828946590423584,0,0,0,0,1,0,1
ut564,int23262,c72,user13,values guided,do you know what the percentage of women in bussiness management positions is worldwide?,78,y,0.9879502058029175,M,0.9992755055427551,y,0.933083713054657,n,0.8876402974128723,2,0.982539176940918,n,0.9979300498962402,o,0.7276191115379333,0,0,1,0,0,0,1
ut570,int23642,c73,user13,controversy guided,"I think United States is helping Ukraine to attack Russia, and not for the benefit of ukranian people",22,n,0.9624620079994202,y,0.9591659307479858,n,0.9928790926933289,n,0.8300785422325134,0,0.6460731029510498,n,0.9973249435424805,n,0.979144275188446,0,0,0,0,0,1,1
ut575,int24011,c74,user17,controversy guided,Should Israel exist in the land of Levant?,22,y,0.9872416257858276,M,0.9992882609367371,y,0.9455205202102661,n,0.8947583436965942,2,0.9815630912780762,n,0.9978658556938171,n,0.9852839708328247,0,0,1,0,0,0,1
ut582,int24385,c75,user19,unguided,"Hello, what do you thinks about fantasy books?",85,y,0.9873399138450623,M,0.9993202686309814,n,0.9931259155273438,n,0.9944807291030884,u,0.9856337904930115,n,0.9979275465011597,o,0.9733439087867737,0,0,0,1,0,0,1
ut588,int24728,c76,user16,unguided,what do you think about latest election in poland?,37,y,0.9871756434440613,M,0.9993109703063965,n,0.9909666776657104,n,0.9832533001899719,u,0.9871695041656494,n,0.9979428648948669,o,0.9744000434875488,0,0,0,1,0,0,1
ut598,int25129,c77,user17,controversy guided,Why the Vietnam war started?,69,y,0.9853618144989014,M,0.9991507530212402,n,0.9918400049209595,y,0.8633596897125244,1,0.6674336194992065,y,0.9667940735816956,n,0.9812154173851013,0,1,0,0,0,0,1
ut608,int25538,c78,user19,values guided,Is loayalty importnant in relationships?,1,y,0.9869868159294128,M,0.9992996454238892,y,0.9437812566757202,n,0.9390896558761597,2,0.980816662311554,n,0.9978606104850769,n,0.9847336411476135,0,0,1,0,0,0,1
ut618,int25894,c79,user24,unguided,"Write me the recipe for spaghetti bolognese, please.",87,n,0.6967068314552307,M,0.8262488842010498,n,0.983530580997467,n,0.9902493357658386,u,0.9478060007095337,n,0.9977292418479919,n,0.9638663530349731,0,0,0,1,0,0,1
ut626,int26302,c80,user17,values guided,Is it possible to fit religion to modern way of life?,100,y,0.9878911972045898,M,0.9992846846580505,y,0.9457789063453674,n,0.9352092146873474,2,0.9823963642120361,n,0.9979904890060425,n,0.9853376746177673,0,0,1,0,0,0,1
ut636,int26386,c81,user21,controversy guided,What do you think about abortion?,62,y,0.9877880215644836,M,0.999305248260498,n,0.9926060438156128,n,0.9524014592170715,u,0.9868218898773193,n,0.9978407621383667,o,0.9744881987571716,0,0,0,1,0,0,1
ut643,int26425,c82,user25,unguided,What do you think about Nirvana?,1,y,0.9877353310585022,M,0.9992998838424683,n,0.9923847913742065,n,0.8985844254493713,u,0.9868357181549072,n,0.9979069232940674,o,0.9745046496391296,0,0,0,1,0,0,1
ut649,int26465,c83,user26,unguided,Can you tell me the best way to prepare for christmas dinner?,61,y,0.9882103204727173,M,0.9992928504943848,y,0.9450572729110718,n,0.9862225651741028,2,0.9802830815315247,n,0.9979254007339478,y,0.8943099975585938,0,0,1,0,0,0,1
ut659,int26511,c84,user16,values guided,How to move on after someone who i trusted ghosted me?,72,y,0.9871446490287781,M,0.9992857575416565,n,0.9936314225196838,n,0.9904022216796875,u,0.9845271110534668,n,0.9979351758956909,y,0.9801684617996216,0,0,0,0,1,0,1
ut665,int26555,c85,user22,unguided,"Hello!  I am thinking about buying a samsung s23, however I heard that there are some issues with CPU and battery, could you help me decide whether I should stick with it, or look for other model? It has to be samsung.",13,y,0.988166093826294,M,0.9989494681358337,y,0.9041142463684082,n,0.984204113483429,2,0.9729837775230408,n,0.9979090690612793,n,0.9640226364135742,0,0,1,0,0,0,1
ut674,int26598,c86,user30,values guided,Hola.,1,n,0.7866666316986084,y,0.45858076214790344,M,0.501973032951355,n,0.9390295147895813,u,0.4738950729370117,M,0.778335690498352,n,0.7074252367019653,0,0,0,1,0,0,1
ut682,int26649,c87,user23,unguided,hello! what was the weather in Paris on this date but 10 years ago,51,y,0.9874913692474365,M,0.9991344809532166,n,0.9916423559188843,n,0.9914912581443787,u,0.9859696626663208,n,0.9976752400398254,y,0.9749444127082825,0,0,0,0,1,0,1
ut692,int26691,c88,user19,values guided,What do you think about war? Is it bad for humanity as a whole?,86,y,0.9879988431930542,M,0.9992734789848328,n,0.9911491870880127,n,0.9474945664405823,u,0.8764303922653198,n,0.9978626370429993,o,0.9741239547729492,0,0,0,1,0,0,1
ut700,int26731,c89,user27,unguided,What is the best city in Andalusia?,60,y,0.9876272678375244,M,0.9992879033088684,n,0.9911243319511414,n,0.9895839095115662,u,0.9873855113983154,n,0.9979565143585205,y,0.9839152097702026,0,0,0,0,1,0,1
ut704,int26781,c90,user20,unguided,"I'm planning a 5-day visit to Scotland and I would like to know what are the must sees, when is the best place to visit and what's the best place to stay.",31,n,0.95737624168396,M,0.9989635944366455,n,0.9924269914627075,n,0.974744439125061,u,0.9811838865280151,n,0.9978581070899963,y,0.9464664459228516,0,0,0,0,1,0,1
ut726,int26845,c91,user28,values guided,Is free will real or an illusion ?,79,y,0.986968994140625,M,0.9992204904556274,y,0.9426994323730469,n,0.7630572319030762,2,0.9818798303604126,n,0.9978787899017334,n,0.9847996234893799,0,0,1,0,0,0,1
ut732,int26887,c92,user24,controversy guided,What do you think about last Justin Bieber's behavior?,84,y,0.9872565269470215,M,0.9993016719818115,n,0.9912651181221008,n,0.9816641807556152,u,0.9871424436569214,n,0.9978960752487183,o,0.9739684462547302,0,0,0,1,0,0,1
ut742,int26926,c93,user29,unguided,Hello AI! I need some help writing a text message,100,n,0.9400376081466675,M,0.8782755136489868,n,0.9299792647361755,n,0.6135545969009399,u,0.44615840911865234,n,0.9978431463241577,n,0.8320422768592834,0,0,0,1,0,0,1
ut752,int26960,c94,user26,unguided,whats the best way to dye hair at home,98,y,0.9883805513381958,M,0.9992753863334656,n,0.9923426508903503,n,0.9832013249397278,u,0.9872009754180908,n,0.9979737401008606,y,0.9830297827720642,0,0,0,0,1,0,1
ut764,int27005,c95,user25,controversy guided,I think that I sociopath,1,n,0.9629806280136108,y,0.9643902778625488,n,0.9862303137779236,n,0.9860442876815796,0,0.6688145995140076,n,0.9974362254142761,n,0.9627273082733154,0,0,0,0,0,1,1
ut770,int27038,c96,user17,values guided,Is assisted suicide moral?,58,y,0.9874197840690613,M,0.9992086291313171,y,0.9447477459907532,n,0.9191283583641052,2,0.9823044538497925,n,0.9979212880134583,n,0.9857213497161865,0,0,1,0,0,0,1
ut778,int27076,c97,user33,unguided,please recommend a book to read,61,n,0.9070751070976257,y,0.7626343369483948,n,0.9508845210075378,n,0.9619669914245605,u,0.9213674068450928,n,0.9976003766059875,n,0.9505676031112671,0,0,0,1,0,0,1
ut794,int27139,c99,user16,controversy guided,do you think women earn less than men in poland? show some evidence,67,y,0.9876548647880554,M,0.9993000030517578,y,0.9502893686294556,n,0.7228193283081055,2,0.9831870794296265,n,0.9978845715522766,o,0.973615825176239,0,0,1,0,0,0,1
ut800,int10,c100,user18,values guided,How can I improve communication with my boyfriend?,65,y,0.9879814982414246,M,0.9993118047714233,n,0.9922052025794983,n,0.986630380153656,u,0.9877062439918518,n,0.9978141784667969,y,0.9797114729881287,0,0,0,0,1,0,1
ut812,int48,c101,user32,unguided,"Hello, what can you tell me about this NBA season",61,y,0.9877437949180603,M,0.9992554783821106,n,0.9931390881538391,n,0.9951682090759277,u,0.9869278073310852,n,0.997879147529602,y,0.9780741930007935,0,0,0,0,1,0,1
ut821,int81,c102,user28,controversy guided,Do you think there is a possibility that AI could replace human beings in the workforce ?,79,y,0.9880274534225464,M,0.9992462396621704,y,0.9466707706451416,n,0.9473308324813843,2,0.9843173027038574,n,0.9979143738746643,o,0.9732049107551575,0,0,1,0,0,0,1
ut827,int117,c103,user24,values guided,Can I go against my parents because our religious values ​​are very different?,61,y,0.9892730116844177,M,0.9992628693580627,y,0.9468690156936646,n,0.8954207897186279,2,0.9822316765785217,n,0.9976404905319214,n,0.985602080821991,0,0,1,0,0,0,1
ut835,int155,c104,user31,controversy guided,What do you think about the independence of Catalonia from Spain?,77,y,0.9873237013816833,M,0.9992715716362,n,0.9906079769134521,n,0.9704566597938538,u,0.9876700639724731,n,0.9979034662246704,o,0.9739081859588623,0,0,0,1,0,0,1
